Movie_Name,URL,Director,Producer,Writer,Casting,Music By,Budget,Box Office
Kunwara,https://wikipedia.org/wiki/Kunwara,David Dhawan,Allu AravindRamesh S. TauraniMukesh Udeshi,Rumi JafferyNagendra BabuYunus Sajawal,GovindaUrmila Matondkar,Aadesh Shrivastava,₹9 crore[1],₹19.34 crore (equivalent to ₹80 crore or US$9.6 million in 2023)[1]
Anwar,https://wikipedia.org/wiki/Anwar_(2007_film),Manish Jha,Rajesh Singh & Sanjiv Jaiswal,Screenplay and Dialogues: Manish Jha,Siddharth KoiralaManisha KoiralaNauheed Cyrusi,MithoonPankaj Awasthi,₹3 crore[1],₹12 lakh[1]
Bhaag Johnny,https://wikipedia.org/wiki/Bhaag_Johnny,Shivam Nair,Bhushan KumarKrishan KumarVikram Bhatt Ajay Kapoor,,Kunal KhemuZoa MoraniMandana Karimi,Devi Sri PrasadMithoon Yo Yo Honey SinghArko,₹15 crore,est. ₹8 crore
Hurdang,https://wikipedia.org/wiki/Hurdang_(2022_film),,,,,,,
Sonali Cable,https://wikipedia.org/wiki/Sonali_Cable,Charudutt Acharya,Ramesh SippyRohan SippyKamia MulhotraRoopa De Chouodhury,Charudutt Acharya,Rhea ChakrabortyAli FazalRaghav JuyalAnupam KherSmita JaykarMrigendra narayan Konwar,Daniel B. GeorgeMikey McClearyAmjad NadeemRaghav Sachar,,
Love You Loktantra,https://wikipedia.org/wiki/Love_You_Loktantra,,,,,,,
Dishkiyaoon,https://wikipedia.org/wiki/Dishkiyaoon,Sanamjit Singh Talwar,Shilpa ShettySunil Lulla,,Harman BawejaAyesha KhannaAditya PancholiPrashant NarayananAnand TiwariSumit NijhawanHasan ZaidiSunny Deol,Songs:Palash Muchhal Sneha KhanwalkarPrashant NarayananScore:Amar Mohile,₹3.90 crore[1],₹6.88 crore[1]
Trahimam,https://wikipedia.org/wiki/Trahimam,Dushyant Pratap Singh,Faheem R. QureshiNeetu TiwariSumendra Tiwari,,Arshi KhanPankaj BerryMushtaq Khan,Piyush Ranjan,,
Pyaari - Tarawali the True Story,https://wikipedia.org/wiki/Pyaari_-_Tarawali_the_True_Story,,,,,,,
Sayonee,https://wikipedia.org/wiki/Sayonee,,,,,,,
Right Yaaa Wrong,https://wikipedia.org/wiki/Right_Yaaa_Wrong,Neeraj Pathak,Neeraj PathakKrishan Choudhery,,Sunny DeolIrrfan KhanKonkona Sen SharmaIsha KoppikarAryan Vaid,Monty Sharma,,
Shirin Farhad Ki Toh Nikal Padi,https://wikipedia.org/wiki/Shirin_Farhad_Ki_Toh_Nikal_Padi,Bela Bhansali Sehgal,Sanjay Leela BhansaliSunil A Lulla Sandip Ssingh,Sanjay Leela Bhansali,Farah KhanBoman IraniKavin DaveShammiKurush DebooDaisy Irani,Songs:Jeet GannguliScore:Adil–Prashant,,₹94.8 million (US$1.1 million)(1 week domestic)[1]
Do Aur Do Paanch,https://wikipedia.org/wiki/Do_Aur_Do_Paanch,Rakesh Kumar,Sandow M. M. A. Chinnappa Thevar(presenter)C. Dhandyadupani,Sachin BhowmickKader Khan (dialogue),Shashi KapoorAmitabh BachchanHema MaliniParveen BabiKader KhanShreeram LagooOm Prakash,Rajesh Roshan,,
Lakeer: Forbidden Lines,https://wikipedia.org/wiki/Lakeer:_Forbidden_Lines,,,,,,,
Anth the End,https://wikipedia.org/wiki/Anth:_The_End,,,,,,,
Ye Mard Bechara,https://wikipedia.org/wiki/Ye_Mard_Bechara,,,,,,,
Saat Uchakkey,https://wikipedia.org/wiki/Saat_Uchakkey,Sanjeev Sharma,,"Sanjeev Sharma (dialogues)
Lyricists

Ameer khusro Sahil Sultanpuri Kumaar",Manoj BajpayeeAnupam KherKay Kay MenonAnnu KapoorVijay RaazAditi SharmaJatin SarnaAparshakti Khurana,Sanjoy Chowdhury Niranjan Saket,,
Mandali,https://wikipedia.org/wiki/Mandali_(film),,,,,,,
Rishtey,https://wikipedia.org/wiki/Rishtey_(2002_film),,,,,,,
Kranti,https://wikipedia.org/wiki/Kranti_(1981_film),Manoj Kumar,Manoj Kumar,Story & Screenplay:Salim–JavedDialogues:Manoj Kumar,Dilip KumarManoj KumarShashi KapoorShatrughan SinhaHema MaliniParveen Babi,Laxmikant–Pyarelal,₹31 million[3],₹160 million[3]
Prem Rog,https://wikipedia.org/wiki/Prem_Rog,Raj Kapoor,Raj Kapoor,Jainendra Jain,Rishi KapoorPadmini Kolhapure,Laxmikant–Pyarelal,,
Saaya,https://wikipedia.org/wiki/Saaya_(2003_film),Anurag Basu,Mukesh Bhatt,,John Abraham Tara SharmaMahima Chaudhry,Anu MalikM. M. Kreem,,
Nawabzaade,https://wikipedia.org/wiki/Nawabzaade,Jayesh Pradhan,Lizelle D'SouzaMayur K. Barot,Pradeep Singh,Raghav JuyalPunit PathakDharmesh YelandeIsha Rikhi,BadshahGuru RandhawaGurinder Seagal,,₹4.05 crore[2]
Saagar,https://wikipedia.org/wiki/Saagar_(film),Ramesh Sippy,G. P. Sippy,Javed Akhtar,"Rishi Kapoor
Kamal Haasan
Dimple Kapadia
Nadira
Saeed Jaffrey
Satish Kaushik",R. D. Burman,,
Bajrang Aur Ali,https://wikipedia.org/wiki/Bajrang_Aur_Ali,,,,,,,
Striker,https://wikipedia.org/wiki/Striker_(film),,,,,,,
Deewana Mujh Sa Nahin,https://wikipedia.org/wiki/Deewana_Mujh_Sa_Nahin,Y. Nageshwar Rao,Aji,M. Parvez,Aamir KhanMadhuri DixitJainendra,Anand–Milind,,
Mudda 370 J&K,https://wikipedia.org/wiki/Mudda_370_J%26K,,,,,,,
Jagte Raho,https://wikipedia.org/wiki/Jagte_Raho,Sombhu MitraAmit Maitra,Raj Kapoor,K. A. Abbas,Pradeep KumarSumitra DeviSmriti BiswasPahari SanyalSulochana ChatterjeeDaisy IraniNemoMotilalNana PalsikarIftekharRaj KapoorNargis[1],Salil Choudhury,,est. $9.33 million (₹44.4 million)
Parvarish,https://wikipedia.org/wiki/Parvarish_(1977_film),Manmohan Desai,A.A. Nadiadwala,Kader Khan (dialogue)Prayag Raj (screenplay)K.K. Shukla,Shammi KapoorAmitabh BachchanVinod KhannaNeetu SinghShabana AzmiKader KhanAmjad Khan,Laxmikant–Pyarelal,₹1.66 crore[1],₹6.5 crore[1]
Sorry Bhai!,https://wikipedia.org/wiki/Sorry_Bhai!,Onir,Vashu BhagnaniSanjay SuriOnir,Ashwini Malik,Sharman JoshiShabana AzmiBoman IraniSanjay SuriChitrangada Singh,Gaurav DayalVivek Philip[1],,
Jai Mummy Di,https://wikipedia.org/wiki/Jai_Mummy_Di,Navjot Gulati,"Bhushan Kumar
Krishan Kumar
Luv Ranjan
Ankur Garg",Navjot Gulati,"Sunny Singh
Sonnalli Seygall
Supriya Pathak
Poonam Dhillon",Score:  Hitesh Sonik  Songs:  Amartya Bobo Rahut  Tanishk Bagchi  Meet Bros  Parag Chhabra  Rishi-Siddhant  Gaurav Chatterji,,
Darr @ the Mall,https://wikipedia.org/wiki/Darr_%40_the_Mall,Pavan Kirpalani,Abhimanyu SinghMSM Motion Pictures,Pavan KirpalaniAgrim Joshi,Jimmy SheirgillNushrat BharuchaArif ZakariaAsif BasraNivedita BhattacharyaShradha KaulNeeraj SoodJosi Hasi,Songs:Shankar–Ehsaan–LoyScore:Ranjit Barot,₹16 crore[2],est. ₹7.8 crore
Arjun Pandit,https://wikipedia.org/wiki/Arjun_Pandit,,,,,,,
Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,https://wikipedia.org/wiki/Shahrukh_Bola_'Khoobsurat_Hai_Tu'..._And_She_Believed_in_It,,,,,,,
I Am,https://wikipedia.org/wiki/I_Am_(2011_film),Tom Shadyac,Jennifer AbbottDagan Handy,Tom Shadyac,,,,
Satya 2,https://wikipedia.org/wiki/Satya_2,Ram Gopal Varma,M Samanth Kumar Reddy,Radhika Anand,Puneet Singh RatnSharwanandAnaika Soti,Shakti Kanth Karthick[1],₹15 crore (US$1.8 million)[2],
Mast,https://wikipedia.org/wiki/Mast_(1999_film),,,,,,,
Where's the Party Yaar?,https://wikipedia.org/wiki/Where%27s_the_Party_Yaar%3F,,,,,,,
Jahangir National University,https://wikipedia.org/wiki/Jahangir_National_University,Vinay Sharma,Pratima Datta,,Siddharth Bodke Urvashi Rautela  Rashami Desai Ravi Kishan Piyush Mishra,"Aehmad Najeem, Vijay Verma  Saaransh Maide",,
Dvand: The Internal Conflict,https://wikipedia.org/wiki/Dvand:_The_Internal_Conflict,Ishtiyak Khan,Vikas VashisthaRohandeep Singh,Ishtiyak Khan,Sanjay MishraIshtiyak Khan,Rohit Sharma,,
Fun2shh... Dudes in the 10th Century,https://wikipedia.org/wiki/Fun2shh:_Dudes_in_the_10th_Century,,,,,,,
Love Games,https://wikipedia.org/wiki/Love_Games_(2016_film),Vikram Bhatt,Mahesh BhattMukesh BhattBhushan Kumar,Vikram Bhatt,PatralekhaTara Alisha BerryGaurav Arora,Sangeet HaldipurSiddharth Haldipur-(Sangeet-Siddharth),₹100 million[1],₹40.4 million[2][1]
Papi Gudia,https://wikipedia.org/wiki/Papi_Gudia,Lawrence D'Souza,Vinod Chhabra,Talat Rekhi,Avinash WadhavanKarishma KapoorShakti KapoorMaster Amar Bhardwaj,Naresh Sharma,₹70 lakh[1],₹76.36 lakh[1]
Saugandh,https://wikipedia.org/wiki/Saugandh,,,,,,,
Mere Jeevan Saathi,https://wikipedia.org/wiki/Mere_Jeevan_Saathi,,,,,,,
Ram Aur Shyam,https://wikipedia.org/wiki/Ram_Aur_Shyam,Tapi Chanakya,ChakrapaniB. Nagi Reddy,Kaushal BharatiD.V. Narasaraju,Dilip KumarWaheeda RehmanMumtaz,Naushad (composer)  Shakeel Badayuni (lyrics),,est. ₹104.3 million ($13.8 million)
Bandook,https://wikipedia.org/wiki/Bandook_(2013_film),Aditya Om,Aditya Om,Aditya Om,Aditya OmManisha KelkarArshad Khan,Nikhil KamathLavanVeeral,,
My Client's Wife,https://wikipedia.org/wiki/My_Client%27s_Wife,,,,,,,
Ekta,https://wikipedia.org/wiki/Ekta_(2005_film),,,,,,,
Toofan,https://wikipedia.org/wiki/Toofan_(1989_film),Ketan Desai,Manmohan Desai,Salim KhanK.K. Shukla,Amitabh BachchanMeenakshi SheshadriAmrita SinghPran,Anu Malik,₹40 million[1],₹80 million[1]
Bioscopewala,https://wikipedia.org/wiki/Bioscopewala,Deb Medhekar,Sunil Doshi,,"Danny Denzongpa
Geetanjali Thapa
Adil Hussain
Tisca Chopra",Sandesh Shandilya,,
Roop Ki Rani Choron Ka Raja,https://wikipedia.org/wiki/Roop_Ki_Rani_Choron_Ka_Raja,Satish Kaushik,Boney Kapoor,Javed Akhtar,"Sridevi
Anil Kapoor
Anupam Kher
Jackie Shroff",Laxmikant–Pyarelal,₹9 crore[2],
Sandwich,https://wikipedia.org/wiki/Sandwich_(2006_film),Anees Bazmee,Smita Thackeray,Anees Bazmee,GovindaRaveena TandonMahima Chaudhry,Sandeep ChowtaAadesh ShrivastavSukhwinder Singh,,
Time to Dance,https://wikipedia.org/wiki/Time_to_Dance,Stanley D'Costa,Lizelle D'Souza,Deepak Dwivedi,Sooraj Pancholi Isabelle Kaif Waluscha De Sousa,Vijay VermaAnamik ChauhanLyton,,
Megacities,https://wikipedia.org/wiki/Megacities_(film),,,,,,,
Khatta Meetha,https://wikipedia.org/wiki/Khatta_Meetha_(2010_film),Priyadarshan,Cape Of Good Films,Adapted Story and Screenplay:PriyadarshanDialogues:Jay Master,Akshay KumarTrishaUrvashi SharmaRajpal Yadav,Songs:PritamGuest Composers:URLShani ArshadBackground Score:Ouseppachan,₹35 crore[1],₹62.79 crore[1]
Toonpur Ka Superrhero,https://wikipedia.org/wiki/Toonpur_Ka_Superrhero,Kireet Khurana,Kumar Mangat Pathak,Raagii Bhatnagar,Ajay DevgnKajol,Anu MalikRishi Rich,₹ 25 crore[1],₹ 7.09crore[2]
War Chod Na Yaar,https://wikipedia.org/wiki/War_Chod_Na_Yaar,Faraz Haider,,Faraz HaiderDeepak Kingrani,"Sharman Joshi
Soha Ali Khan
Javed Jaffrey
Sanjai Mishra
Mukul Dev
Dalip Tahil",Aslam Keyi,₹140 million[1][2][3][4],
Raja,https://wikipedia.org/wiki/Raja_(1995_film),Indra Kumar,Indra KumarAshok Thakeria,Tanveer Khan (dialogues),Madhuri DixitSanjay KapoorParesh RawalRita BhaduriHimani ShivpuriMukesh Khanna,Nadeem-Shravan,₹ 4.25 crore[1],₹ 34.68 crore[1]
Veerana,https://wikipedia.org/wiki/Veerana,Ramsay Brothers(Shyam Ramsay and Tulsi Ramsay),Kanta Ramsay,Ramsay Brothers,Jasmin DhunnaHemant BirjeKulbhushan Kharbanda,Bappi LahiriAnil Arun,₹60 Lakh,₹2.50 Crore in India
Shaadi No. 1,https://wikipedia.org/wiki/Shaadi_No._1,David Dhawan,Vashu Bhagnani.,Milap Zaveri (dialogues),Sanjay DuttFardeen KhanZayed KhanSharman JoshiEsha DeolAyesha TakiaSoha Ali KhanAarti ChabriaRiya SenSophie ChoudrySatish ShahRajpal Yadav,Anu Malik,₹150 million[1],₹204.9 million[1]
Mausam,https://wikipedia.org/wiki/Mausam_(2011_film),Pankaj Kapur,Madhu MantenaSheetal Vinod Talwar,,Shahid KapoorSonam KapoorShayan Munshi,Pritam,,
Ankahi Kahaniya,https://wikipedia.org/wiki/Ankahi_Kahaniya,Abhishek ChaubeySaket ChaudharyAshwiny Iyer Tiwari,Ronnie ScrewvalaAshi Dya,Piyush GuptaHussain HaidryShreyas JainZeenat LakhaniNitesh Tiwari,"Abhishek Banerjee
Rinku Rajguru
Delzad Hiwale
Kunal Kapoor
Zoya Hussain
Nikhil Dwivedi
Palomi Ghosh",Achint Thakkar,,
Love and Shukla,https://wikipedia.org/wiki/Love_and_Shukla,,,,,,,
Family of Thakurganj,https://wikipedia.org/wiki/Family_of_Thakurganj,Manoj K. Jha,"Ajay Kumar Singh
Sarika Sanjot",Dilip Shukla,Jimmy SheirgillMahie GillSaurabh ShuklaSudhir PandeySupriya PilgaonkarPavan MalhotraNandish SandhuYashpal SharmaPranati Rai PrakashManoj PahwaMukesh Tiwari Mayank Narayan,Sajid–Wajid,,est. ₹ 15 Crore [2][3]
Tere Bin Laden: Dead or Alive,https://wikipedia.org/wiki/Tere_Bin_Laden:_Dead_or_Alive,Abhishek Sharma,"Pooja Shetty Deora
Aarti Shetty",Pradhuman Singh MallAbhishek Sharma,"Manish Paul
Sikander Kher
Pradhuman Singh Mall
Mia Uyeda
Piyush Mishra",Dhruv Dhalla,,
Junooniyat,https://wikipedia.org/wiki/Junooniyat,Vivek Agnihotri,Bhushan KumarKrishan Kumar,,Pulkit SamratYami Gautam,Ankit TiwariMeet BrosJeet Gannguli,,"est.₹41.0 million (US$490,000)[1]"
Purab Aur Pachhim,https://wikipedia.org/wiki/Purab_Aur_Pachhim,Manoj Kumar,Manoj Kumar,Shashi GoswamiManoj Kumar,Ashok KumarSaira BanuManoj KumarPranNirupa RoyPrem ChopraVinod Khanna,Kalyanji-Anandji,,est. ₹47.5 million (US$6.31 million)
Gopi Kishan,https://wikipedia.org/wiki/Gopi_Kishan,Mukesh Duggal[a],Mukesh Duggal,Anees Bazmee,Sunil ShettyShilpa ShirodkarKarishma Kapoor,Anand–Milind,"₹2,15 crore[3]",₹8 crore[3]
Operation Valentine,https://wikipedia.org/wiki/Operation_Valentine,,,,,,,
Ascharyachakit!,https://wikipedia.org/wiki/Ascharyachakit!,Samit Kakkad,,Amar Tipnis  Hrishikesh Kohli,Priyanka Bose  Vaibhav Raj Gupta  Ankit Raaj  Anangsha Biswas  Santosh Juvekar,,,
Footpath,https://wikipedia.org/wiki/Footpath_(2003_film),Vikram Bhatt,Mahesh BhattMukesh BhattRamesh S. Taurani,Mahesh BhattGirish Dhamija,Emraan HashmiAftab ShivdasaniIrrfan KhanBipasha BasuRahul Dev,Nadeem-ShravanHimesh Reshammiya (1 song),₹5.5 crore[2],₹6.43 crore[2]
Aap Ki Khatir,https://wikipedia.org/wiki/Aap_Ki_Khatir,,,,,,,
Doraemon: Nobita's Dorabian Nights,https://wikipedia.org/wiki/Doraemon:_Nobita's_Dorabian_Nights,Tsutomu Shibayama,Souichi BesshiYoshiaki KoizumiToshihide Yamada,Fujiko F. Fujio,"Nobuyo Ōyama
Noriko Ohara
Michiko Nomura
Kaneta Kimotsuki
Kazuya Tatekabe",Shunsuke Kikuchi,,$28.0 million[1]
Doraemon: Nobita and the Green Giant Legend,https://wikipedia.org/wiki/Doraemon:_Nobita_and_the_Green_Giant_Legend,Ayumu Watanabe,Kyohito Arushin,Nashiwa Kanarate,"Wasabi Mizuta
Megumi Ōhara
Yumi Kakazu
Subaru Kimura
Tomokazu Seki
Chiaki
Maki Horikita
Takuya Yoshikoshi
Chikao Ōtsuka",Kan Sawada (Original music composer)Te o Tsunagō by ayakaYume o Kanaete Doraemon by MAO,,"$31,684,949[1]"
Kucch To Hai,https://wikipedia.org/wiki/Kucch_To_Hai,Anurag BasuAnil V. Kumar,Ekta KapoorShobha Kapoor,Dialogues:Umesh ShuklaAnuraag Parparna,Tusshar KapoorEsha DeolAnita HassanandaniYash Tonk,Anu Malik,₹7 crore,₹7 crore
Biwi Ho To Aisi,https://wikipedia.org/wiki/Biwi_Ho_To_Aisi,J. K. Bihari,Suresh Bhagat,J. K. Bihari,RekhaFarooq ShaikhKader Khan BinduSalman Khan,Laxmikant–Pyarelal,,
Mera Saaya,https://wikipedia.org/wiki/Mera_Saaya,Raj Khosla,Premji,,Sadhana Sunil Dutt  K.N. Singh  Prem Chopra,Madan MohanRaja  Mehdi Ali Khan (lyrics),,₹ 35 million[1]
Halkaa,https://wikipedia.org/wiki/Halkaa,Nila Madhab Panda,Roshini Nadar Malhotra,,Ranvir ShoreyPaoli Dam,Shankar-Ehsaan-Loy,,
Welcome To New York,https://wikipedia.org/wiki/Welcome_to_New_York,,,,,,,
Gumrah,https://wikipedia.org/wiki/Gumrah_(1993_film),Mahesh Bhatt,Yash Johar,Sujit SenRobin Bhatt,Sanjay DuttSrideviAnupam KherRahul Roy,Laxmikant–Pyarelal,,₹58 million[1]
Tum Mere Ho,https://wikipedia.org/wiki/Tum_Mere_Ho,Tahir Hussain,Tahir Hussain,,Aamir KhanJuhi Chawla,Anand–Milind,,₹38 million (equivalent to ₹370 million or US$4.5 million in 2023)[1]
Pyare Mohan,https://wikipedia.org/wiki/Pyare_Mohan,Indra Kumar,Indra KumarAshok Thakeria,,Fardeen KhanVivek OberoiEsha DeolAmrita RaoBoman Irani,Anu MalikSalim–Sulaiman (Background Score),,
...Aur Pyaar Ho Gaya,https://wikipedia.org/wiki/Aur_Pyaar_Ho_Gaya,Rahul Rawail,Sohail Maklai,,Bobby DeolAishwarya RaiShammi KapoorAnupam Kher,Nusrat Fateh Ali Khan,₹6.25 crore[1],₹13.85 crore[1]
Suraj Ka Satvan Ghoda,https://wikipedia.org/wiki/Suraj_Ka_Satvan_Ghoda,Shyam Benegal,National Film Development Corporation of India,,"Rajit Kapur
Amrish Puri
Neena Gupta
Rajeshwari Sachdev
Pallavi Joshi",Vanraj Bhatia,₹ 5 crore,
Plan,https://wikipedia.org/wiki/Plan_(2004_film),,,,,,,
Machine,https://wikipedia.org/wiki/Machine_(2004_film),,,,,,,
Parichay,https://wikipedia.org/wiki/Parichay_(1972_film),Gulzar,V. K. Sobti,Gulzar (dialogues & lyrics),JeetendraJaya Bhaduri,Rahul Dev Burman,,
Love Love Love,https://wikipedia.org/wiki/Love_Love_Love_(2008_film),,,,,,,
The Last Color,https://wikipedia.org/wiki/The_Last_Color,Vikas Khanna,Jitendra Mishra  Bindu Khanna  Poonam Kaul,,Neena GuptaAqsa Siddiqui,Mahesh Bharti,,
Mirch,https://wikipedia.org/wiki/Mirch_(2010_film),,,,,,,
Aloo Chaat,https://wikipedia.org/wiki/Aloo_Chaat,,,,,,,
Not Today,https://wikipedia.org/wiki/Not_Today,,,,,,,
My Wife's Murder,https://wikipedia.org/wiki/My_Wife%27s_Murder,Jiji Philip,Anil Kapoor Film CompanyRam Gopal Varma,Atul Sabharwal,Anil KapoorSuchitra KrishnamurtiBoman IraniNandana SenRajesh Tandon,Amar Mohile [1],,
Shortkut - The Con Is On,https://wikipedia.org/wiki/Shortkut:_The_Con_Is_On,,,,,,,
Dangerous Ishq,https://wikipedia.org/wiki/Dangerous_Ishq,Vikram Bhatt,Reliance EntertainmentASA Productions and Enterprises Pvt. Ltd.,Amin Hajee,Karisma KapoorRajneesh DuggalJimmy SheirgillDivya Dutta,Himesh Reshammiya,₹260 million[1],₹86.88 million[1]
Xcuse Me,https://wikipedia.org/wiki/Xcuse_Me,N. Chandra,N. Chandra,,Sharman JoshiSahil KhanSonali JoshiJaya Seal,Sanjeev Darshan,,
The Touch,https://wikipedia.org/wiki/The_Touch_(film),,,,,,,
Hero,https://wikipedia.org/wiki/Hero_(1983_film),Subhash Ghai,Subhash Ghai,Mukta GhaiSubhash GhaiRam Kelkar,Jackie ShroffMeenakshi SeshadriShammi KapoorSanjeev KumarShakti KapoorMadan PuriAmrish Puri,Laxmikant–Pyarelal,₹3cr,₹17cr.[1]
Calendar Girls,https://wikipedia.org/wiki/Calendar_Girls_(film),,,,,,,
Upstarts,https://wikipedia.org/wiki/Upstarts_(2019_film),,,,,,,
Guddu Rangeela,https://wikipedia.org/wiki/Guddu_Rangeela,Subhash Kapoor,Sangeeta Ahir,Subhash Kapoor,Ronit Roy Arshad Warsi Amit SadhAditi Rao Hydari[1],Songs:Amit TrivediBackground Score:Hitesh Sonik,₹150 million (US$1.8 million)[2],
Mandi,https://wikipedia.org/wiki/Mandi_(film),,,,,,,
Yeh Teraa Ghar Yeh Meraa Ghar,https://wikipedia.org/wiki/Yeh_Teraa_Ghar_Yeh_Meraa_Ghar,Priyadarshan,Rajesh BhatiaHemang DesaiSudesh Iyer,Neeraj Vora (Screenplay & Dialogues)Sathyan Anthikkad (Original Story)Priyadarshan (Adapted Story),Sunil ShettyMahima ChaudhryParesh Rawal,Songs:Anand–MilindBackground Score:S. P. Venkatesh,,
Gardish,https://wikipedia.org/wiki/Gardish_(film),,,,,,,
Chori Chori,https://wikipedia.org/wiki/Chori_Chori_(2003_film),Milan Luthria,Lalit KapoorRaju Narula,Milan Luthria,Ajay DevgnRani MukerjiSonali Bendre,Sajid–Wajid,,₹5.64 crore[1][2]
Qurbani,https://wikipedia.org/wiki/Qurbani_(1980_film),Feroz Khan,Feroz Khan,Feroz KhanK. K. Shukla,Feroz KhanVinod KhannaZeenat AmanAmjad KhanShakti Kapoor,Kalyanji-AnandjiBiddu,₹1.5 Crore,₹12 Crore[2]
Aa Dekhen Zara,https://wikipedia.org/wiki/Aa_Dekhen_Zara,Jehangir Surti,Viki Rajani,,Bipasha BasuNeil Nitin MukeshRahul DevSophie Choudry,Pritam ChakrabortyGaurav Dasgupta,,Rs. 52.5 millions.[1]
Kuchh Bheege Alfaaz,https://wikipedia.org/wiki/Kuchh_Bheege_Alfaaz,Onir,Vikram Mehra  SIddharth Anand Kumar,,Geetanjali Thapa  Zain Khan Durrani  Shray Tiwari,Shashwat Srivastava,,
Ram Ke Naam,https://wikipedia.org/wiki/Ram_Ke_Naam,Anand Patwardhan,Anand Patwardhan,,,,,
Mashaal,https://wikipedia.org/wiki/Mashaal_(1984_film),,,,,,,
Big Brother,https://wikipedia.org/wiki/Big_Brother_(2007_film),Guddu Dhanoa,"Ninth Jan Jeet Entertainment, Guddu Dhanoa",Guddu Dhanoa,Sunny DeolPriyanka ChopraDanny DenzongpaFarida JalalSuhasini Mulay,"Sandesh Shandilya, Anand Raj Anand",₹8 crore[1],₹7.09 crore[1]
Y.M.I. Yeh Mera India,https://wikipedia.org/wiki/Y.M.I._Yeh_Mera_India,,,,,,,
Elaan,https://wikipedia.org/wiki/Elaan_(2005_film),Vikram Bhatt,Ganesh JainRatan Jain,Girish Dhamjia (Dialogues),John AbrahamArjun RampalAmisha PatelRahul KhannaLara Dutta Mithun Chakraborty,Anu Malik,,
Mister Mummy,https://wikipedia.org/wiki/Mister_Mummy,Shaad Ali,Bhushan KumarKrishan KumarSiva AnanthShaad Ali,Ananya Sharma,Ritesh DeshmukhGenelia D'Souza,Songs:  Rochak Kohli  Sneha Khanwalkar  Background Score:  Roy,,
Johny Mera Naam,https://wikipedia.org/wiki/Johnny_Mera_Naam,Vijay Anand,Gulshan Rai,Vijay AnandK. A. Narayan,Dev AnandHema MaliniPranJeevanPremnathI. S. JoharPadma Khanna,Kalyanji-Anandji,,₹8 crore[1]
Daulat Ki Jung,https://wikipedia.org/wiki/Daulat_Ki_Jung,S. A. Kader,Jalil Ahmed,,Aamir KhanJuhi Chawla,Anand–Milind,,
Insaaf: The Final Justice,https://wikipedia.org/wiki/Insaaf:_The_Final_Justice,Dayal Nihalani,Jimmy Nirula,Dilip Shukla (dialogues),Akshay Kumar Shilpa Shetty,Anand–Milind,₹3.50 crore[1],₹6.64 crore[1]
Vaada,https://wikipedia.org/wiki/Vaada_(2005_film),Satish Kaushik,Vashu Bhagnani,Rumi Jaffery,Arjun RampalAmisha PatelZayed Khan,Songs:Himesh ReshammiyaScore:Salim-Sulaiman,,
Pyaar Tune Kya Kiya...,https://wikipedia.org/wiki/Pyaar_Tune_Kya_Kiya,,,,,,,
Penalty,https://wikipedia.org/wiki/Penalty_(film),,,,,,,
Crazy Uncles,https://wikipedia.org/wiki/Crazy_Uncles,,,,,,,
Kuch Kuch Locha Hai,https://wikipedia.org/wiki/Kuch_Kuch_Locha_Hai,Devang Dholakia,"Mukesh Purohit,K K Agarwal",Devang Dholakia,Sunny LeoneRam KapoorEvelyn SharmaNavdeep ChhabraSuchita Trivedi,ArkoIkkaIntenseAmjad-NadeemGangadhar Jannapalli,₹150 million,₹32.6 million
Dhoondte Reh Jaoge,https://wikipedia.org/wiki/Dhoondte_Reh_Jaoge,,,,,,,
Dharam Veer,https://wikipedia.org/wiki/Dharam_Veer,,,,,,,
Cookie,https://wikipedia.org/wiki/Cookie_(2012_film),,,,,,,
Paap,https://wikipedia.org/wiki/Paap_(film),,,,,,,
Anari,https://wikipedia.org/wiki/Anari_(1993_film),K. Murali Mohana Rao,D. Rama Naidu,Kamlesh Panday (dialogues),VenkateshKarisma Kapoor,Anand–Milind,,₹10 crore (equivalent to ₹72 crore or US$8.7 million in 2023)
Road to Sangam,https://wikipedia.org/wiki/Road_to_Sangam,Amit Rai,Amit Chheda,Amit P. Rai,Paresh RawalOm PuriPawan MalhotraJaved ShaikhSwati Chitnis,Nitin Kumar GuptaPrem Haria and Vijay Mishra as "VINAY",,
King of the Khyber Rifles,https://wikipedia.org/wiki/King_of_the_Khyber_Rifles,,,,,,,
Khoobsurat,https://wikipedia.org/wiki/Khoobsurat_(1969_film),,,,,,,
Rush,https://wikipedia.org/wiki/Rush_(2012_film),Shamin DesaiPriyanka Desai,Mohammed FasihShailendra Singh,Shamin DesaiSanjay Masoom(dialogues),Emraan HashmiNeha DhupiaSagarika GhatgeAditya PancholiRahul Singh,Songs:  Pritam  Score:  Tanuj Tiku,₹180 million[1],₹46 million[2]
Jigar,https://wikipedia.org/wiki/Jigar_(1992_film),,,,,,,
Dil Tera Aashiq,https://wikipedia.org/wiki/Dil_Tera_Aashiq,Lawrence D'Souza,Rakesh Nath,Reema Rakeshnath,Salman Khan Madhuri Dixit Anupam Kher,Nadeem-Shravan,,est. ₹1.25 crore (equivalent to ₹9.0 crore or US$1.1 million in 2023)
